Plot ID,Year,Biomass,Shadow,,,,
7200500401,2003,36.15140329,21.53941268,1,0.125,0,92.29
7200500402,1972,4.677783176,4.640006686,0.8,0.375,0.56,37
7200500402,1993,4.211469127,3.294198658,0,0.125,0,NA
7200500402,2003,13.50937879,11.77775546,0.17,0.375,0.5,25.8
7200500501,1972,3.772401608,4.282367778,1,0.125,0,NA
7200500501,1979,4.499955314,4.359927417,0.5,0.125,0,33.67
7200500501,1993,21.03352103,17.06990652,0.5,0.125,0,44
7200500501,2003,48.79208881,37.79330936,0.5,0.375,0.59,49.89
7200500502,1972,25.36950413,12.5583784,1,0.125,0,69
7200500502,1979,40.14688765,21.90805973,0.86,0.25,0.24,84.2
7200500502,1993,63.91809112,33.27650337,0.88,0.25,0.22,95.5
7200500502,2003,77.84109405,40.74917105,0.85,0.375,0.34,95.6
7200500601,1972,5.116155605,5.215646991,0.9,0.5,0.72,50.25
7200500601,1979,14.11335116,13.00202155,0.56,0.625,0.75,63.13
7200500601,1993,32.63616311,26.13096344,0.25,0.5,0.7,72.43
7200500601,2003,32.00510281,25.05161274,0.22,0.5,0.69,89.6
7200500602,1972,5.362977994,4.010330987,1,0.25,0.5,45
7200500602,1979,16.97508772,11.91211509,1,0.375,0.59,54.44
7200500602,1993,21.2958651,14.69456088,1,0.375,0.64,63
7200500602,2003,51.24018112,30.10917479,1,0.375,0.53,75.5
7200500701,1972,7.374401187,6.986399407,1,0.25,0.32,55.6
7200500701,1979,14.218475,11.28218807,0.6,0.25,0.48,89
7200500701,1993,5.471001355,4.731540129,0.67,0.25,0.44,73.67
7200500701,2003,0.975982793,1.013553188,1,0.125,0,79
7200500702,1972,3.640101759,4.020384083,1,0.25,0.48,41.67
7200500702,1979,20.21454853,16.40514551,0.88,0.25,0.38,73.25
7200500702,1993,11.55902088,10.28180444,0.83,0.25,0.28,70
7200500801,1972,3.604303072,3.756339504,1,0.125,0,87.75
7200500801,1979,5.758156849,6.194265669,1,0.125,0,88.5
7200500801,1993,4.35171038,4.704396769,1,0.125,0,94.67
7200500801,2003,6.375534112,6.906175697,1,0.125,0,110.22
7200500802,1972,6.503260939,6.541499622,0.9,0.375,0.64,41.2
7200500802,1979,13.2988134,12.07874517,0.29,0.25,0.41,47.29
7200500802,1993,32.32846709,26.05647,0.33,0.25,0.44,64.22
7200500802,2003,30.1373998,23.66408436,0.43,0.25,0.49,66.4
7200500901,1972,5.943879637,5.340808042,0.4,0.375,0.56,62.67
7200500901,1979,18.93575198,14.57392372,0.25,0.375,0.41,79.29
7200500901,1996,29.01232028,23.46744579,0.39,0.75,0.74,91
7200500901,2003,40.4890278,31.50464511,0.35,0.75,0.7,99.43
7200500902,1972,8.37597072,8.281690624,0.9,0.25,0.32,60
7200500902,1979,14.04689499,13.84854254,0.94,0.25,0.2,69.22
7200500902,1996,6.084258955,5.309291585,0.5,0.125,0,89
7200500902,2003,7.287426298,6.157521601,0.5,0.125,0,102
7200501001,1972,16.0965292,14.36255736,0.7,0.625,0.8,71.75
7200501001,1979,23.76024016,20.55415896,0.44,0.625,0.77,87.38
7200501001,1996,25.17943948,20.12061918,0.4,0.375,0.64,117.8
7200501001,2003,32.27271016,26.82357153,0.56,0.625,0.77,99.4
7200501002,1972,3.871437819,4.522385457,0.8,0.25,0.48,60
7200501002,1979,27.62839871,23.21360511,0.4,0.5,0.7,81
7200501002,1996,2.539278023,2.590130046,0.5,0.125,0,78
7200501002,2003,3.180743765,3.116510178,0.5,0.125,0,NA
7200501101,1972,6.64866799,6.19703027,0.8,0.5,0.72,64.4
7200501101,1979,24.21291643,22.67134108,0.63,0.625,0.75,73
7200501101,1996,33.91484269,30.97730994,0.56,0.375,0.49,89.78
7200501101,2003,42.23836865,37.13136322,0.5,0.25,0.35,99.75
7200501102,1972,14.37249037,11.48757283,0.5,0.5,0.72,55
7200501102,1979,26.84810631,20.92119752,0.31,0.625,0.75,66.63
7200501102,1996,49.73684725,36.56652999,0.17,0.625,0.77,89.33
7200501102,2003,52.22374377,38.15225517,0.44,0.625,0.78,88.71
7200501201,1972,4.950452111,4.368924939,0,0.25,0.48,40
7200501201,1979,7.158554275,5.834113487,0,0.25,0.32,45.2
7200501201,1996,25.77982613,19.20377678,0,0.25,0.35,57.11
7200501201,2003,37.54994129,27.45219165,0.09,0.375,0.43,69.13
7200501202,1972,2.926098271,2.55826173,0,0.125,0,34.33
7200501202,1979,8.460054477,6.818512695,0.2,0.375,0.56,45.6
7200501202,1996,20.14060517,16.08324536,0,0.25,0.47,58.38
7200501202,2003,32.47054226,24.57288429,0,0.25,0.4,70.1
7200501301,1972,4.458648053,4.347913967,0.6,0.375,0.56,29.75
7200501301,1979,12.14699961,11.45092929,0.13,0.625,0.75,45.14
7200501301,1996,20.63059256,17.98453723,0.22,0.625,0.77,61.5
7200501301,2003,23.49706507,19.80364504,0.22,0.5,0.72,66.5
7200501302,1972,3.876561061,3.99816674,0.25,0.25,0.38,33.25
7200501302,1979,7.407959418,7.334638669,0.17,0.25,0.28,42
7200501302,1996,16.50083473,14.9183428,0.25,0.25,0.38,57.25
7200501302,2003,23.43230675,20.78306797,0.4,0.375,0.54,52
7200501401,1972,6.22309331,6.096197712,0.6,0.375,0.56,49.75
7200501401,1979,21.6386732,16.71508247,0.44,0.5,0.66,60.63
7200501401,1996,26.60345061,18.71509576,0.42,0.375,0.61,77.67
7200501401,2003,31.87250184,22.62072374,0.43,0.5,0.69,73.17
7200501402,1972,12.9020281,11.10771658,0.5,0.5,0.72,68
7200501402,1979,49.12436152,42.54374931,0.71,0.625,0.72,75.5
7200501402,1996,6.826657312,6.478265645,1,0.125,0,NA
7200501501,1972,4.133650638,4.005857359,0,0.375,0.63,30.5
7200501501,1979,9.017226116,8.407103003,0,0.375,0.57,41
7200501501,1987,4.10823832,3.718338799,0,0.375,0.67,46
7200501501,1997,5.479596385,4.581497664,0,0.25,0.44,NA
7200501501,2005,8.587318861,7.797332435,0.6,0.375,0.56,35
7200501502,1972,4.902177718,4.865698702,0.2,0.5,0.72,35
7200501502,1979,13.34007343,12.33690869,0.06,0.375,0.41,45.67
7200501502,1987,12.47607752,10.97039128,0.1,0.25,0.32,54.8
7200501502,1997,37.44606718,29.54866439,0.06,0.25,0.22,63.25
7200501502,2005,47.35452196,36.22653427,0.11,0.25,0.35,72.43
7200501601,1972,2.917054011,2.940178865,0.3,0.375,0.56,41.25
7200501601,1979,5.422138212,5.371671048,0.21,0.375,0.45,48
7200501601,1987,5.249809716,4.792110036,0.3,0.375,0.56,53.4
7200501601,1997,11.41262571,10.08772941,0.19,0.5,0.56,53.14
7200501601,2005,12.62501816,10.80009183,0.31,0.5,0.66,60.17
7200501602,1972,3.834519795,3.796803217,0.2,0.5,0.72,38.5
7200501602,1979,7.11887279,6.316259995,0.25,0.375,0.63,44.67
7200501602,1987,12.29962221,10.28059807,0.2,0.375,0.56,52.67
7200501602,1997,23.47741403,18.60245081,0.14,0.375,0.45,51.6
7200501602,2005,33.56377671,26.30236874,0,0.25,0.2,41.86
7200501701,1972,2.71665038,2.884836569,0.4,0.5,0.72,33
7200501701,1979,6.14914031,5.779826766,0.25,0.5,0.56,45
7200501701,1996,6.951046336,5.690505004,0,0.25,0.38,65
7200501701,2003,11.99832375,11.62791406,0.75,0.625,0.6,48
7200501702,1972,3.938343752,3.480633333,0.2,0.25,0.32,42
7200501702,1979,9.017090462,7.911686408,0.14,0.375,0.57,49.33
7200501702,1996,16.72184149,13.61309902,0.13,0.375,0.53,64.25
7200501702,2003,23.58361049,19.00573078,0.2,0.5,0.64,71.5
7200501801,1972,16.89584771,14.03693757,0.2,0.25,0.32,48.67
7200501801,1979,24.15914349,19.59544542,0.17,0.25,0.28,56.75
7200501801,1996,47.69844168,35.24937329,0,0.25,0.24,71.5
7200501801,2003,24.419449,18.82573008,0.08,0.375,0.5,70
7200501802,1972,3.436622169,3.541655628,0.4,0.5,0.72,28.25
7200501802,1979,6.804852831,6.523806172,0.33,0.5,0.67,35.25
7200501802,1996,15.32011027,13.59238964,0.43,0.375,0.57,52
7200501802,2003,16.24385279,14.75533184,0.75,0.5,0.66,47.88
7200501901,1972,7.35473884,5.513419709,1,0.125,0,37
7200501901,1979,13.28910621,9.656401304,0.67,0.25,0.44,52.17
7200501901,1996,11.67935724,7.780443233,0.33,0.25,0.44,84.5
7200501901,2003,21.58137148,18.12819598,0.77,0.375,0.43,27.22
7200501902,1972,6.173897374,6.23865009,1,0.25,0.48,64.5
7200501902,1979,2.030692991,2.17649539,1,0.125,0,54.5
7200501902,1996,2.328925977,2.153825658,1,0.125,0,NA
7200501902,2003,4.338935027,4.419492014,1,0.125,0,32.75
7200502001,1972,10.46188603,9.405576546,0.4,0.375,0.56,47.67
7200502001,1979,35.02709441,27.90784825,0.25,0.375,0.41,61.29
7200502002,1972,5.359076822,5.016394618,0.8,0.375,0.56,36.8
7200502002,1979,18.34159268,17.12253448,0.91,0.375,0.43,50.09
7200502101,1972,4.272761983,4.825586847,0.6,0.25,0.48,40.8
7200502101,1979,15.40559206,16.43118303,0.3,0.25,0.42,51.7
7200502101,1996,21.88067167,22.13118821,0.11,0.25,0.2,70.78
7200502102,1972,5.916507981,5.845222159,0.2,0.25,0.32,44
7200502102,1979,13.58431625,12.56893415,0.13,0.25,0.22,53.38
7200502102,1996,22.94353017,20.63785099,0.56,0.375,0.57,67.22
7200502201,1972,4.728990067,4.893998169,1,0.125,0,36.4
7200502201,1979,10.7600849,10.79491448,1,0.125,0,45
7200502201,1996,14.85270139,14.25569295,1,0.125,0,61.88
7200502201,2003,20.32340215,18.88323379,0.9,0.25,0.18,72.5
7200502202,1972,4.04986053,4.138608498,0.75,0.25,0.38,38.5
7200502202,1979,19.31435441,17.96799989,0.9,0.25,0.18,52.5
7200502202,1996,30.93414169,27.69577818,0.91,0.375,0.31,71.11
7200502301,1972,3.498670321,2.410782804,0,0.125,0,48
7200502301,1979,4.785050873,3.141592654,0,0.125,0,55
7200502301,1996,6.852861478,4.25653132,0,0.125,0,NA
7200502302,1972,7.9574542,5.993907456,0.2,0.25,0.32,54
7200502302,1979,11.45729101,8.235999301,0,0.125,0,59.2
7200502302,1996,15.12180648,10.79757855,0,0.125,0,66.83
7200502302,2003,30.02207541,20.84901628,0.06,0.25,0.2,68.33
7200502401,1972,7.601729138,6.480527591,0,0.375,0.56,47.4
7200502401,1979,12.92470719,10.4643184,0,0.375,0.45,49.17
7200502402,1972,3.584973466,3.75960676,0.6,0.375,0.64,44.25
7200502402,1979,7.749211051,7.044958694,0.38,0.5,0.72,51.71
7200502402,1996,1.765411007,1.351940416,0,0.125,0,NA
7200502501,1972,8.373009116,6.625091119,0.75,0.25,0.38,48.33
7200502501,1979,9.358437595,7.303071946,0.75,0.25,0.38,55.33
7200502501,1996,2.626627678,1.891791698,1,0.125,0,78
7200502501,2003,2.958182434,2.091848318,1,0.125,0,85
7200502502,1972,8.570016905,6.734418543,0.2,0.25,0.32,37
7200502502,1979,11.6931145,9.024413393,0.17,0.25,0.28,42
7200502601,1972,10.95957242,8.737397488,0.2,0.375,0.56,37.8
7200502601,1979,27.45184481,19.57594241,0.13,0.375,0.59,47.38
7200502601,1996,34.58013381,25.21236175,0.13,0.25,0.22,57
7200502601,2003,42.50709217,30.27540274,0.11,0.25,0.2,65
7200502602,1972,8.526638944,6.83726172,0,0.25,0.32,30
7200502602,1979,11.30046859,8.990986847,0,0.25,0.28,38.33
7200502602,1996,23.45309813,17.83092592,0.13,0.375,0.53,52.67
7200502602,2003,23.36333468,18.52861082,0.33,0.375,0.5,56.83
7200502701,1972,4.24543442,3.58614058,0,0.125,0,46.25
7200502701,1979,6.243992862,4.991211612,0,0.125,0,53.2
7200502701,1996,24.11317695,18.36796233,0.33,0.25,0.44,62.78
7200502701,2003,22.671771,17.21477164,0.38,0.25,0.47,65.86
7200502702,1972,7.027541478,5.570571562,0.2,0.375,0.56,40.75
7200502702,1979,11.68315264,9.619456174,0.19,0.5,0.56,47.88
7200502702,1996,23.81364479,17.15178899,0.06,0.25,0.2,67.13
7200502702,2003,18.62886316,14.28374109,0.25,0.375,0.53,78.17
7200502801,1972,7.492038829,6.409200872,0.2,0.375,0.56,37.2
7200502801,1979,9.956889226,8.287923544,0.17,0.375,0.5,45.67
7200502801,1996,13.83044562,11.13677003,0.25,0.25,0.38,57.13
7200502801,2003,24.49804046,19.16612793,0.32,0.375,0.51,64.9
7200502802,1972,9.777029284,8.183873995,0,0.25,0.48,41.6
7200502802,1979,23.96943688,18.91801751,0,0.25,0.49,50.43
7200502802,1996,52.51025282,38.22197339,0,0.375,0.57,72.57
7200502802,2003,53.18923593,37.25742905,0,0.375,0.57,80.6
7200502901,1972,7.514192198,6.462331487,0,0.25,0.5,51
7200502901,1979,11.16593059,9.152640639,0,0.25,0.48,58
7200502901,1996,22.36134874,17.51530896,0.06,0.375,0.53,66.25
7200502901,2003,25.79894561,19.84275159,0.17,0.5,0.52,67.78
7200502902,1972,5.115784222,4.251052382,0.4,0.25,0.48,47.5
7200502902,1979,7.91328193,6.327971852,0.17,0.25,0.28,52.5
7200502902,1996,13.05742942,10.09069507,0,0.125,0,64.75
7200502902,2003,18.27297336,13.80114219,0,0.125,0,72.4
7200503001,1972,8.041178607,6.626800145,0,0.25,0.48,41.6
7200503001,1979,16.38594082,12.91440881,0,0.25,0.35,50.75
7200503001,1996,22.93412638,16.74619681,0,0.25,0.22,59.71
7200503001,2003,43.46580167,31.40341043,0.06,0.375,0.57,72.75
7200503002,1972,2.919153556,2.891924002,0,0.25,0.48,44
7200503002,1979,8.627647874,7.969139854,0,0.25,0.5,50.25
7200503002,1996,12.8351719,11.01849535,0,0.25,0.47,62.25
7200503002,2003,13.29434951,10.77762316,0,0.25,0.2,65.5
7200503101,1972,5.845959239,4.708769866,0.6,0.25,0.48,35
7200503101,1979,13.50955176,10.29959842,0.38,0.25,0.47,42
7200503101,1996,23.74880708,17.2304042,0.38,0.375,0.53,60.33
7200503101,2003,30.28495317,22.34647527,0.5,0.375,0.62,65
7200503102,1972,7.434980425,6.528028472,0.1,0.375,0.56,31
7200503102,1979,10.67203288,8.972639946,0.08,0.375,0.5,39.83
7200503102,1996,28.28061135,21.08888317,0.06,0.25,0.2,63.63
7200503102,2003,28.50916587,21.66668489,0.17,0.375,0.37,72.5
7200503201,1972,4.294328586,4.368422284,0.4,0.375,0.64,28.75
7200503201,1979,8.420405389,8.030413477,0.33,0.375,0.64,34
7200503201,1996,13.49625836,12.14313525,0.63,0.25,0.47,53
7200503201,2003,17.98116743,16.02167014,0.7,0.375,0.54,63.67
7200503202,1972,4.438458493,3.746839328,0,0.125,0,31
7200503202,1979,14.67085694,10.73645573,0,0.125,0,46.14
7200503202,1996,29.84293806,20.42467508,0,0.125,0,63.89
7200503202,2003,30.47629842,20.23346518,0,0.125,0,73
7200600101,1972,4.748088944,5.156635314,0.2,0.375,0.64,21
7200600101,1979,11.91099995,11.79781139,0.11,0.5,0.62,32.63
7200600101,1996,23.07336415,19.99440255,0.22,0.5,0.62,60.71
7200600101,2007,32.93708375,26.85604303,0.25,0.25,0.38,58.5
7200600102,1972,3.088145973,3.56990483,0.6,0.375,0.56,16.5
7200600102,1979,6.364831269,6.847968268,0.71,0.375,0.45,26.5
7200600102,1996,13.44360552,12.90395359,0.86,0.25,0.24,42.5
7200600102,2007,18.1228771,16.9360998,0.71,0.25,0.41,48.86
7200600201,1996,7.204510534,7.03209073,0,0.375,0.57,40.71
7200600201,2007,7.185847129,7.100351255,0,0.375,0.64,46.4
7200600202,1996,0.89403233,0.760466484,0,0.125,0,NA
7200600202,2007,0.992088226,1.027878851,1,0.125,0,49
7200700101,1972,6.901154996,6.808509864,1,0.25,0.32,74.6
7200700102,1972,11.28978071,10.1816756,1,0.25,0.32,89.8
7200700201,1972,7.528901657,7.322022033,1,0.25,0.32,109
7200700202,1972,6.901615923,6.720293943,1,0.125,0,111
7200700301,1972,9.094570818,8.062533121,0.8,0.25,0.32,76.75
7200700301,1979,8.413885889,5.588013685,0,0.125,0,95
7200700302,1972,7.534423704,7.320262741,1,0.125,0,72.2
7200700401,1972,18.51367692,16.02036324,0.8,0.375,0.64,111.6
7200700401,2007,10.98169862,11.0063311,0,0.25,0.2,28.67
7200700402,1972,15.47084396,14.00134961,0.6,0.25,0.48,76.4
7200700402,2007,10.53068435,11.36929815,0,0.25,0.35,28.56
7200700501,1972,16.4664222,14.34365754,1,0.125,0,81.2
7200700501,1979,28.37894622,24.45013598,1,0.125,0,87.38
7200700501,2007,3.919541151,3.143553007,0,0.125,0,24
7200700502,1972,28.63455685,20.77829275,0,0.25,0.48,NA
7200700502,1979,37.38247628,27.16794035,0,0.125,0,147.2
7200700601,1972,5.404170551,5.494519887,1,0.125,0,112.33
7200700602,1972,0.633739039,0.699896578,1,0.125,0,51
7200700701,1972,11.52732981,9.793475275,0.8,0.25,0.32,49
7200700701,1979,15.85416116,13.58736309,0.88,0.25,0.22,64.5
7200700702,1972,5.79587466,5.630940407,0.6,0.25,0.48,59.33
7200700702,1979,11.30874749,11.25222984,0.38,0.375,0.66,63.38
7200700801,1972,5.029663665,5.127028945,0,0.125,0,44.8
7200700801,1981,5.712701098,5.700357038,0,0.125,0,53.8
7200700801,1996,14.587324,13.50246469,0.13,0.25,0.22,69.25
7200700801,2007,14.41731317,13.33477904,0.75,0.375,0.41,77
7200700802,1972,11.61922806,9.710336167,0,0.25,0.48,41.33
7200700802,1981,19.2906458,15.29684189,0.13,0.375,0.53,50.71
7200700802,1996,23.73647513,17.71541584,0.13,0.375,0.41,66.88
7200700802,2007,34.06591003,24.96098408,0.09,0.375,0.31,75.11
7200700901,1972,1.960599139,2.333424227,0.33,0.25,0.44,69
7200700901,1979,7.510058142,8.269928501,0.8,0.25,0.32,90.9
7200700901,1996,9.22216263,9.915318804,0.8,0.25,0.32,107.9
7200700901,2007,8.911411708,9.538981137,0.78,0.25,0.35,135.22
7200700902,1972,5.737994087,5.665221466,1,0.125,0,110
7200701001,1972,2.92175798,3.322498125,0.8,0.25,0.32,47.2
7200701001,1979,12.86751805,12.47337947,0.8,0.375,0.34,57.9
7200701001,2007,0.9389083,0.971179387,0,0.125,0,13
7200701002,1972,5.015408263,5.143516023,1,0.125,0,102
7200701002,1979,11.95332176,11.76714944,1,0.125,0,114
7200701101,1972,8.576859327,8.23388815,1,0.25,0.32,85.4
7200701101,1997,4.627259587,5.261840969,0,0.125,0,17.56
7200701101,2007,15.74669906,14.8732044,0,0.125,0,27.7
7200701102,1972,17.5003598,14.79604689,1,0.25,0.48,63.6
7200701102,2007,1.974706141,2.010619298,0,0.125,0,26
7200701201,1972,6.240800362,6.1334947,0.2,0.25,0.32,42
7200701201,1979,18.01167725,16.58283399,0.1,0.25,0.18,64.29
7200701201,1996,32.05205659,26.98768833,0.1,0.25,0.18,78.89
7200701202,1972,21.65251549,18.35745685,0,0.25,0.48,55.2
7200701202,1979,37.98401296,31.69585501,0,0.25,0.32,62.75
7200701202,1996,58.5866078,44.19346244,0,0.25,0.2,81.43
7200701301,1972,4.205953573,4.403004936,0.6,0.25,0.48,39.75
7200701301,1979,11.42853574,11.1874879,0.33,0.25,0.44,50
7200701301,1996,25.16566778,22.08936733,0.27,0.25,0.4,67.63
7200701301,2007,31.72602497,25.73693233,0.44,0.25,0.49,80.44
7200701302,1972,13.15485129,12.28779931,0.4,0.375,0.64,39.75
7200701302,1979,25.08434519,22.49782464,0.22,0.375,0.59,49
7200701302,1996,72.4437023,55.39804061,0.25,0.375,0.57,66.25
7200701302,2007,75.22334701,54.51216174,0.33,0.375,0.64,78.38
7200701401,1972,4.372065438,4.541184747,1,0.125,0,96.75
7200701401,1979,6.280809424,6.542153073,1,0.125,0,113.67
7200701402,1972,4.262329171,4.426026527,1,0.125,0,100
7200701402,1979,8.357845315,8.380964952,1,0.125,0,117.4
7200701402,1996,6.375597746,6.328474507,1,0.125,0,NA
7200701402,2007,1.904192233,2.186447956,1,0.125,0,111.75
7200701501,1972,2.305396362,2.662059951,1,0.125,0,30.2
7200701501,1981,4.176962391,4.638197128,1,0.125,0,41.14
7200701501,1996,5.761491251,6.224977878,1,0.125,0,57.38
7200701501,2007,8.468130678,8.904228624,1,0.125,0,68
7200701502,1972,2.361322939,2.71147092,1,0.125,0,30.6
7200701502,1981,2.968638524,3.301487153,1,0.125,0,39.6
7200701502,1996,6.067398038,6.622477314,1,0.125,0,54.89
7200701502,2007,6.784382545,7.284272656,1,0.125,0,65.89
7200701601,2007,32.20454727,26.20118432,0,0.25,0.18,31.44
7200701602,1972,2.994911563,3.517930321,1,0.25,0.32,56.6
7200701602,1979,6.393227718,7.353035836,1,0.25,0.2,71.44
7200701602,1996,15.48026459,14.47962567,1,0.25,0.22,68
7200701602,2007,20.49391865,18.74902496,1,0.25,0.35,81.33
7200701701,1972,3.108901365,3.308624852,1,0.125,0,113
7200701701,1979,11.74761545,11.95700217,1,0.125,0,101.17
7200701701,1996,7.557481667,7.815830133,1,0.125,0,147.75
7200701702,1972,2.526751864,2.880865596,1,0.125,0,113
7200701702,1979,4.281776088,4.835690209,1,0.125,0,114.5
7200701702,1996,5.014072089,5.631945716,1,0.125,0,140.67
7200701702,2007,4.753478506,5.379060074,1,0.125,0,165.56
7200701801,1972,11.45557027,10.4303892,1,0.125,0,NA
7200701801,1979,11.5236645,11.27429639,1,0.125,0,128.2
7200701801,1996,11.24606855,11.00688402,1,0.125,0,129.57
7200701801,2007,12.88101827,12.57069345,1,0.125,0,130.56
7200701802,1972,2.095358197,2.364186702,1,0.125,0,106
7200701802,1979,4.779541773,5.301952824,1,0.125,0,120
7200701802,1996,5.42244543,5.88603773,1,0.125,0,140.13
7200701802,2007,7.561147086,7.925157557,1,0.125,0,167.75
7200701901,1972,3.704076508,3.867476486,1,0.125,0,103.5
7200701901,1979,8.850416855,8.942832515,1,0.125,0,112.13
7200701902,1972,6.530852825,6.347726187,1,0.125,0,101
7200701902,1979,11.09314814,11.1735141,1,0.125,0,100.4
7200701902,2007,0.633739039,0.699896578,1,0.125,0,110
7200702001,1972,4.385085051,4.57119324,1,0.125,0,113
7200702001,1979,6.090430151,6.529486171,1,0.125,0,120.14
7200702001,1996,7.204479705,7.528060246,1,0.125,0,153.5
7200702001,2007,8.076265049,8.254899122,1,0.125,0,165.25
7200702002,1972,3.332201674,3.632485355,1,0.125,0,113
7200702002,1979,4.453922168,4.975528781,1,0.125,0,105.5
7200702002,1996,6.293723614,7.040183473,1,0.125,0,134.89
7200702002,2007,6.375786497,7.020177811,1,0.125,0,156.11
7200800101,1972,4.430403436,4.414214138,1,0.125,0,NA
7200800101,1979,11.73563642,11.63635866,1,0.125,0,122
7200800101,2007,0.472048816,0.543671458,1,0.125,0,115
7200800102,1972,7.891484474,7.600040417,1,0.125,0,112.6
7200800102,1979,16.94357846,16.14210624,1,0.125,0,109.1
7200800201,1972,6.339303783,5.805311365,1,0.25,0.44,NA
7200800201,1979,23.40562217,21.42968314,1,0.25,0.17,115.27
7200800201,2007,2.039661603,2.195847601,1,0.125,0,43
7200800202,1972,2.358581418,2.794459232,1,0.25,0.48,36
7200800202,1979,1.097039399,1.281417944,1,0.25,0.5,34
7200800202,1996,4.947126973,5.151407704,1,0.25,0.48,55.2
7200800202,2007,10.115339,10.11597861,1,0.25,0.47,60.88
7200800301,1972,13.76631704,11.20085852,0.8,0.375,0.56,60
7200800301,1979,20.43763495,17.50520559,0.9,0.375,0.54,79.44
7200800301,1996,4.301971416,2.871214623,0,0.125,0,NA
7200800302,1972,6.20767279,5.918006577,1,0.25,0.48,60.8
7200800302,1979,6.176632261,6.758244382,1,0.25,0.47,60.38
7200800401,1972,4.893249182,5.103906823,1,0.25,0.32,45.6
7200800401,1979,11.67728799,11.82234094,1,0.25,0.18,57.2
7200800402,1972,7.176916187,6.482186352,0.6,0.375,0.56,47.67
7200800402,1979,15.90076802,14.39829612,0.78,0.5,0.62,53.67
7200800501,1972,3.028070502,3.321241488,1,0.125,0,107.8
7200800501,1979,4.761420398,5.248721678,1,0.125,0,116.83
7200800501,1996,4.824085361,5.438624671,1,0.125,0,145.43
7200800502,1972,8.643246194,8.113401789,1,0.125,0,101.2
7200800601,1972,2.366680813,3.008288594,0.4,0.25,0.48,48.2
7200800601,1979,4.413732414,5.276719552,0.63,0.25,0.47,57.88
7200800601,1996,5.68407473,6.670229522,0.5,0.25,0.5,75
7200800602,1972,2.349068957,2.691163665,1,0.125,0,45.2
7200800602,1979,5.892105452,6.312490083,1,0.125,0,54.5
7200800602,1996,7.215597002,7.524139538,1,0.125,0,70.88
7200800701,1972,6.863932432,6.662337841,0.8,0.25,0.32,43.25
7200800701,1979,15.18140434,14.49555983,1,0.125,0,54.33
7200800701,1992,19.05392023,17.64001762,1,0.125,0,67.33
7200800702,1972,11.53485099,10.21786674,0,0.125,0,46
7200800702,1979,16.50868399,13.79857865,0,0.125,0,54.4
7200800801,1972,5.592749353,6.00943949,0.6,0.25,0.48,34.8
7200800801,1979,13.39162424,14.05528447,0.85,0.25,0.26,40.08
7200800801,1996,15.64315578,15.9416475,0.83,0.25,0.28,57
7200800802,1972,12.66108518,10.65809184,0.33,0.25,0.44,55.67
7200800802,1979,21.67449108,19.56840259,0.2,0.25,0.48,63.8
7200800802,1996,33.03405927,28.96588639,0.2,0.25,0.48,80.8
7200800901,1972,3.19540924,3.510088905,1,0.125,0,111
7200800901,1979,6.035443806,6.587492538,1,0.125,0,110.11
7200800901,1992,7.006066387,7.615622716,1,0.125,0,122.43
7200800902,1972,5.000214731,5.148090182,1,0.125,0,113
7200800902,1979,6.835767788,7.06903586,1,0.125,0,107.57
7200800902,1992,8.639461809,8.971936229,1,0.125,0,117.67
7200801001,1972,6.815997288,6.720394474,1,0.125,0,106.4
7200801001,1979,14.04568171,13.60586079,1,0.125,0,115.44
7200801002,1972,5.666400325,5.716441992,1,0.125,0,112.2
7200801002,1979,11.92660826,11.55688893,1,0.125,0,127.5
7200801101,1972,2.10464358,2.456172535,1,0.125,0,33.2
7200801101,1979,2.304507623,2.653464553,1,0.125,0,40.2
7200801101,1996,2.313557532,2.568515888,1,0.125,0,58.67
7200801102,1972,3.095772038,3.927945861,0.2,0.25,0.32,39.2
7200801102,1979,5.783854521,7.367763622,0.11,0.25,0.2,45.44
7200801102,1996,8.173185854,9.584421133,0.22,0.25,0.35,63.38
7200900101,1972,9.092908829,8.799927748,0.8,0.25,0.32,56.4
7200900101,1979,10.8414108,10.8931835,0.89,0.25,0.2,52
7200900101,1992,16.58268783,15.95250484,0.9,0.25,0.18,62.11
7200900102,1972,10.14760976,7.609037938,0.2,0.25,0.32,51.25
7200900102,1979,17.8617105,13.83949475,0.25,0.25,0.38,63.88
7200900102,1992,26.70086207,20.57708002,0.33,0.25,0.44,81.33
7200900201,1972,2.154664228,2.423902095,1,0.125,0,37.5
7200900201,1979,7.432851817,7.831864822,1,0.125,0,50.78
7200900201,1992,10.13817067,10.35403593,1,0.125,0,61.44
7200900202,1972,2.21360398,2.570627038,1,0.125,0,34
7200900202,1979,4.945772646,5.562931209,1,0.125,0,44
7200900202,1992,5.743411723,6.32721787,1,0.125,0,58.33
7200900301,1972,4.747362509,4.635935182,1,0.125,0,29.25
7200900301,1979,16.39314543,15.55229107,1,0.125,0,38.4
7200900301,1992,24.00910581,21.61591675,1,0.125,0,51.4
7200900302,1972,2.770602282,3.093036198,1,0.125,0,26.4
7200900302,1979,8.574832451,9.003000297,1,0.125,0,37.4
7200900302,1992,12.31156327,12.28850303,1,0.125,0,50.4
7200900401,1972,8.447510266,7.92234269,1,0.125,0,79
7200900401,1979,15.85546571,14.76206742,1,0.125,0,103.38
7200900401,1996,15.0573467,13.84391812,1,0.125,0,114
